age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27,3,187450,13,2,3,0,4,1,0,0,50,38,0
40,3,151365,9,0,2,1,4,0,0,0,40,38,0
64,8,109108,9,0,14,1,4,0,0,0,20,38,0
22,3,121471,7,4,11,1,4,0,0,0,40,38,0
33,0,615893,14,2,13,0,2,1,0,0,40,26,0
33,3,157747,5,0,5,1,4,1,0,0,70,38,0
19,3,29526,9,4,7,3,4,0,0,0,32,38,0
23,3,173535,9,4,11,3,4,1,0,0,40,38,0
26,3,359854,13,4,8,2,4,0,0,0,35,25,0
37,3,42645,9,2,4,0,4,1,0,0,40,38,0
45,1,86644,13,2,9,5,4,0,0,0,55,38,0
45,3,116163,9,5,3,1,4,0,0,0,40,38,0
43,3,168071,9,2,3,0,4,1,0,0,44,38,0
59,5,175827,6,2,2,0,4,1,0,0,40,38,0
39,3,86143,3,2,7,0,1,1,0,0,40,29,0
28,3,198258,11,2,11,0,4,1,0,0,40,38,0
27,3,31757,11,4,2,3,4,1,0,0,38,38,0
58,3,185459,7,2,6,0,4,1,0,0,40,38,0
44,1,56651,13,2,3,0,4,1,0,0,52,38,0
23,5,188925,9,2,5,3,4,1,0,0,40,38,0
29,3,164711,10,4,5,2,4,1,0,0,40,38,0
23,3,129583,9,4,5,3,2,0,0,0,16,38,0
52,3,168001,14,0,9,1,4,0,0,0,40,38,1
73,6,74040,4,0,7,1,1,0,0,0,40,38,0
30,3,166671,9,2,7,2,4,0,0,0,40,38,0
35,3,292185,13,2,0,0,4,1,0,0,40,38,0
39,3,135162,8,2,2,0,4,1,0,0,45,38,0
61,3,355645,9,2,11,0,2,1,0,0,40,38,0
25,3,179772,9,4,11,4,4,0,0,0,40,38,0
31,3,175059,9,0,11,1,4,0,0,0,40,38,0
41,1,213019,14,0,9,4,4,0,0,0,40,38,0
50,5,107581,9,2,11,0,4,1,0,0,50,38,0
39,4,189092,13,2,3,0,4,1,0,0,45,38,0
31,3,176430,9,2,2,0,4,1,0,0,40,38,0
47,1,37672,13,2,9,5,4,0,0,0,45,38,0
34,3,399386,11,2,2,0,4,1,0,0,53,38,0
43,5,272165,5,2,2,0,4,1,0,0,40,38,0
34,3,124569,10,0,0,1,4,0,0,0,40,38,0
44,0,218062,10,0,0,4,2,0,0,0,40,38,0
35,5,160728,9,2,4,0,4,1,0,0,50,38,0
61,3,87032,9,6,0,1,4,0,0,0,40,38,0
19,3,323421,10,4,5,3,4,1,0,0,20,38,0
40,3,151294,9,0,5,1,4,0,0,0,48,38,0
34,3,261023,10,2,2,0,4,1,0,1651,38,38,0
50,5,99894,3,4,12,1,1,0,0,0,15,38,0
36,3,112264,9,2,13,0,4,1,0,0,50,38,0
41,3,138907,9,0,8,2,2,0,0,0,40,38,0
34,3,231238,5,5,4,4,2,1,0,0,40,38,0
60,5,157588,9,0,0,4,4,0,0,0,99,38,0
17,3,230999,7,4,7,3,4,0,0,0,16,38,0
21,3,286824,10,4,5,3,4,1,0,0,12,38,0
25,3,221757,9,2,6,0,4,1,0,0,40,38,0
39,3,147500,9,2,9,5,2,0,0,0,40,38,0
60,3,297261,10,6,11,1,4,0,0,0,15,38,0
30,3,104223,9,4,7,4,2,0,0,0,32,38,0
63,3,50349,9,6,7,1,4,0,0,0,34,38,0
18,3,170183,9,4,7,3,4,0,0,0,20,38,0
44,3,105475,9,2,2,0,3,1,0,0,40,32,0
30,4,292465,13,4,3,1,4,1,0,0,40,38,0
37,5,241306,9,0,2,1,4,1,0,0,40,38,0
27,3,153288,10,2,13,0,4,1,0,0,40,38,0
28,3,94128,9,4,6,1,4,1,0,0,40,38,0
26,3,206600,7,4,7,2,4,1,0,0,30,25,0
39,1,67187,9,4,3,3,0,0,0,0,40,38,0
41,3,56651,8,2,2,0,4,1,0,0,40,38,0
38,3,168055,11,2,7,0,4,1,0,0,40,38,0
66,5,240294,10,2,13,0,2,1,0,0,60,38,0
36,3,150057,10,2,3,0,4,1,0,0,65,38,0
51,3,96062,9,2,13,0,4,1,0,0,40,38,0
20,1,312427,9,2,10,0,2,1,0,0,30,32,0
22,3,81145,9,4,7,4,4,0,0,0,40,38,0
31,3,150309,16,2,9,5,4,0,0,0,90,38,0
43,1,188280,14,0,9,4,4,0,914,0,40,38,0
20,3,245297,10,4,7,1,4,0,0,0,35,38,0
59,8,168079,9,0,14,4,4,0,0,0,35,38,0
23,3,134045,11,4,0,4,4,0,0,0,40,38,0
42,3,245317,9,2,11,0,4,1,0,0,50,38,0
42,3,197344,9,2,7,0,4,1,0,0,45,38,0
20,3,138107,9,4,5,3,2,1,0,0,35,38,0
39,3,177075,9,0,0,1,4,0,0,0,40,38,0
46,3,128047,10,5,11,1,4,1,0,0,42,38,0
26,3,210982,11,5,0,4,2,0,114,0,40,38,0
46,6,353012,9,2,13,0,4,1,0,0,40,38,0
25,3,206600,8,2,6,0,4,1,0,0,40,7,0
44,3,185057,14,4,9,1,4,0,0,0,35,38,0
36,3,174887,10,4,12,1,4,0,0,0,40,38,0
34,8,203784,7,2,14,0,4,1,0,0,40,38,0
43,3,151504,9,2,2,0,4,1,0,0,40,38,0
35,3,140564,13,2,11,0,4,1,0,0,40,38,1
58,5,166258,10,2,0,0,4,1,0,0,50,38,0
26,3,293984,6,2,2,3,2,1,0,0,40,38,0
33,3,189265,13,4,3,1,4,0,0,0,40,38,0
47,3,193047,16,2,11,0,4,1,0,0,60,38,0
27,6,122660,13,4,9,3,2,0,0,0,40,38,0
46,3,207807,6,2,6,5,2,0,0,0,30,38,0
45,3,338105,13,2,0,0,1,1,0,0,40,29,0
27,4,64379,9,2,2,0,4,1,0,1740,40,38,0
50,3,171852,13,5,9,3,3,0,0,0,40,38,0
41,3,121287,9,4,6,1,4,1,0,0,40,38,0
31,3,356882,9,2,6,0,4,1,5013,0,40,38,0
34,5,177639,12,4,2,1,4,1,0,0,40,38,0
37,3,113120,11,0,9,1,4,0,0,0,40,38,0
28,3,291789,9,4,6,4,2,0,0,0,50,38,0
46,0,325573,9,4,5,1,4,1,0,0,40,38,0
27,3,56658,9,2,5,0,0,1,0,0,8,38,0
21,3,142809,9,4,3,1,4,1,0,0,40,38,0
36,3,33887,10,0,9,1,4,1,0,0,40,38,0
34,3,118605,12,2,9,0,4,1,0,0,55,38,0
32,3,172402,10,4,0,4,3,0,0,0,40,38,0
32,3,426431,10,0,11,1,4,1,0,0,40,38,0
27,3,100168,4,2,7,5,4,0,0,0,40,38,0
53,3,176185,9,2,2,0,4,1,0,0,40,38,0
33,3,198727,9,0,12,1,4,0,0,0,40,38,0
21,8,223515,10,4,14,3,4,1,0,0,40,38,0
27,3,171356,12,4,2,3,4,1,0,0,40,38,0
33,3,278736,11,2,6,0,4,1,0,0,50,38,0
70,4,99554,13,0,11,1,4,0,0,0,40,38,0
49,3,31339,9,2,2,0,4,1,0,0,40,38,0
35,5,199753,10,2,7,0,4,1,0,0,60,38,0
34,3,188798,9,5,0,4,4,0,0,0,32,38,0
47,3,39530,9,0,7,1,4,0,0,0,4,38,0
32,3,229051,10,2,9,0,4,1,0,0,40,38,0
23,3,348092,9,4,13,3,2,1,0,0,40,13,0
43,3,152159,13,2,6,0,2,1,0,0,40,38,0
40,5,55363,9,2,2,0,4,1,3411,0,40,38,0
32,1,217296,9,2,13,5,4,0,4064,0,22,38,0
51,5,22154,10,0,0,1,4,1,0,0,40,38,0
36,3,133974,11,0,11,4,4,0,0,0,40,38,0
73,3,33493,9,6,11,1,4,0,0,0,3,38,0
24,3,117167,10,4,7,1,4,0,0,0,53,38,0
32,5,178109,6,2,3,0,4,1,0,0,55,38,0
46,3,99699,13,5,9,1,2,0,0,1876,40,38,0
26,3,168236,9,2,0,0,4,1,0,0,40,38,0
35,3,194490,9,0,0,4,4,0,0,0,38,38,0
19,3,311974,9,4,6,3,4,1,0,0,40,25,0
31,5,114639,11,2,2,0,4,1,0,0,50,38,0
45,5,67716,10,2,3,0,4,1,0,0,60,38,0
49,5,168191,4,2,7,0,4,1,0,0,70,21,0
45,3,187730,13,4,9,3,4,1,0,0,40,38,0
19,3,272800,8,4,0,3,4,0,0,0,25,38,0
30,3,352105,13,4,9,1,2,0,0,0,40,38,0
30,3,224377,9,4,2,1,4,1,0,0,40,38,0
35,3,189251,9,4,6,4,4,0,0,0,40,19,0
23,3,213719,12,4,11,3,2,0,0,0,36,38,0
31,3,354464,9,2,7,0,4,1,0,0,40,38,0
20,3,227491,9,4,11,1,1,0,0,0,25,38,0
51,3,103824,9,4,7,1,2,1,0,0,40,13,0
21,3,83033,10,4,0,3,4,0,2176,0,20,38,0
17,3,340557,7,4,7,3,4,1,0,0,25,38,0
45,3,132847,9,4,5,1,4,0,0,0,40,38,0
40,3,349405,11,2,9,5,4,0,0,0,36,38,0
23,3,119051,13,4,3,1,4,1,0,0,40,32,0
59,5,83542,12,0,12,1,4,1,0,0,40,38,0
24,3,456460,12,2,0,5,4,0,0,0,40,38,0
32,3,131568,10,2,6,0,4,1,0,0,40,38,0
51,3,160724,16,2,9,0,1,1,0,0,99,34,0
43,1,343068,14,0,9,1,4,0,0,0,65,38,0
75,5,106873,7,6,11,1,4,1,0,0,40,38,0
33,3,55699,9,2,13,0,4,1,3908,0,40,38,0
19,8,139517,7,4,14,3,4,1,0,0,25,38,0
68,3,192829,12,0,3,1,4,0,0,0,43,38,0
51,3,293802,3,2,5,0,2,1,0,0,52,38,0
35,3,171968,9,2,6,0,4,1,0,0,40,38,0
27,3,116298,9,5,2,1,4,1,0,0,40,38,0
43,3,182254,10,0,9,4,4,0,0,0,40,38,0
45,3,174426,14,2,9,0,4,1,0,0,43,38,0
60,3,225526,9,5,11,1,4,0,0,0,32,38,0
65,3,83800,10,2,5,0,4,1,0,0,27,38,0
33,3,234537,9,2,2,0,4,1,0,0,40,38,0
54,3,257869,10,5,7,1,4,1,0,0,28,3,0
43,5,336763,10,0,11,4,4,0,0,880,42,38,0
50,3,378581,8,4,10,2,2,1,0,0,40,38,0
20,3,228686,7,2,7,0,4,1,0,0,40,38,0
21,3,82497,10,4,7,1,4,0,0,0,30,38,0
48,3,98719,9,6,7,1,4,0,0,0,44,38,0
50,4,193720,13,2,3,0,4,1,0,1672,48,38,0
20,8,172232,10,4,14,3,4,1,0,0,60,38,0
23,6,199915,9,4,7,3,4,0,0,0,21,38,0
21,3,160968,10,4,5,3,4,1,0,0,40,38,0
47,3,186539,10,2,7,0,4,1,0,0,10,38,0
33,3,168981,2,4,11,3,4,0,0,0,24,38,0
32,3,147921,15,4,7,1,4,0,0,0,35,38,0
64,3,151540,7,6,12,4,4,0,0,0,16,38,0
45,3,337825,9,2,2,0,4,1,0,0,45,38,0
31,3,175778,13,4,9,3,4,0,0,0,40,38,0
39,3,278403,9,2,13,0,4,1,0,0,65,38,0
48,3,443377,14,4,9,1,4,1,0,0,60,38,0
20,3,210781,10,4,0,3,4,0,0,0,35,38,0
22,3,214399,10,4,11,3,4,0,0,0,15,38,0
43,6,134782,12,3,7,4,4,0,0,0,30,38,0
23,3,193586,9,2,0,5,4,0,3908,0,40,38,0
57,3,217886,9,6,0,1,4,0,0,0,36,38,0
24,3,140001,10,4,5,2,4,1,0,0,40,21,0
56,3,182460,13,0,3,1,4,1,0,0,40,38,0
18,3,278141,7,2,7,0,4,1,0,0,35,38,0
60,3,33266,9,2,10,0,4,1,0,0,40,38,0
33,3,170769,9,2,2,0,4,1,0,0,40,38,0
35,6,227128,9,0,2,3,4,1,0,0,40,38,0
49,3,61307,4,2,6,0,3,1,0,0,38,38,0
29,3,179768,10,2,2,0,4,1,0,0,50,38,0
18,3,397606,9,4,2,3,4,1,0,0,40,38,0
55,3,171015,9,6,11,4,4,0,0,0,40,38,0
56,3,193622,9,5,2,4,4,1,0,0,40,38,0
17,3,272372,7,4,0,3,4,0,0,0,7,38,0
30,5,182089,9,2,4,0,4,1,0,0,85,38,0
53,1,215990,10,2,7,0,4,1,0,0,35,38,0
27,1,221317,7,2,2,0,4,1,0,0,40,25,0
41,3,74775,13,2,7,0,1,1,0,0,30,39,0
21,3,211968,10,4,11,3,4,0,0,1762,28,38,0
33,3,138142,10,5,7,4,2,0,0,0,25,38,0
40,3,149102,9,3,5,1,4,1,2174,0,60,30,0
42,3,252518,13,2,3,0,4,1,0,0,70,41,0
28,3,197905,9,2,2,0,4,1,0,0,50,38,0
21,3,145964,8,4,4,1,4,1,0,0,40,38,0
42,6,184682,12,0,7,1,4,0,0,0,40,38,0
38,3,115289,9,2,6,0,4,1,0,0,40,38,0
33,1,162623,14,4,9,1,4,0,0,0,50,38,0
22,3,129172,10,4,7,3,4,1,0,0,16,38,0
24,8,205940,5,4,14,3,4,0,0,0,30,38,0
28,3,115971,10,0,0,4,4,0,0,0,40,38,0
41,3,187336,9,0,3,1,4,0,0,0,40,38,0
58,5,140729,13,2,4,0,4,1,0,0,35,38,0
24,3,315476,12,4,2,3,4,1,0,0,40,38,0
47,3,149218,9,2,3,0,4,1,0,0,65,38,0
20,8,33860,10,4,14,1,0,0,0,0,28,38,0
63,5,196994,13,2,11,0,4,1,0,0,15,38,0
35,3,412379,9,4,7,1,4,0,0,0,40,38,0
31,4,256362,13,2,11,0,4,1,3908,0,50,38,0
49,4,140644,13,2,11,0,4,1,5013,0,45,38,0
57,3,71367,9,0,7,4,4,0,0,0,40,38,0
29,3,100049,9,3,5,1,0,1,0,0,40,38,0
30,3,287986,10,4,5,1,4,1,0,0,40,38,0
55,3,147653,13,0,0,4,4,0,0,0,73,38,0
25,3,259505,9,4,12,1,4,1,0,0,40,38,0
68,5,198554,10,0,13,1,4,0,0,0,20,38,0
27,6,162312,10,4,7,1,1,1,0,0,50,34,0
54,3,312500,10,4,7,1,4,0,0,0,40,38,0
28,3,110169,11,0,0,1,4,0,0,0,3,38,0
55,1,107308,14,2,9,0,4,1,0,0,40,38,1
32,3,178623,12,4,11,1,2,0,0,0,46,37,0
65,8,168548,9,2,14,0,4,1,0,0,40,38,0
51,3,168660,9,2,3,0,4,1,0,0,50,38,0
17,8,256496,6,4,14,3,4,1,0,0,35,38,0
38,3,275338,10,4,11,3,4,0,0,0,45,38,0
43,3,198330,14,6,9,4,2,0,0,0,37,38,0
33,3,195770,9,2,6,0,4,1,0,0,40,38,0
33,3,150154,9,2,2,0,4,1,0,0,40,38,0
53,3,255927,13,6,0,4,4,0,0,0,52,38,0
27,3,161087,9,2,9,5,2,0,0,0,40,38,0
33,3,219553,12,2,3,0,4,1,0,0,50,38,0
44,5,168443,9,2,11,0,4,1,0,0,60,38,0
26,3,292353,4,2,6,0,3,1,0,0,40,38,0
24,3,197757,13,4,9,3,1,0,0,0,40,29,0
22,3,188274,9,4,13,3,4,1,0,0,40,38,0
41,3,196344,2,2,11,0,4,1,0,0,50,25,0
30,0,43953,12,4,9,1,4,0,0,0,40,38,0
41,3,171351,10,2,2,0,4,1,0,0,40,38,0
32,3,255004,9,2,2,0,4,1,0,0,50,38,0
31,3,181751,9,0,0,1,4,0,0,0,40,38,0
22,0,100345,9,4,5,3,4,1,0,0,43,38,0
23,3,200089,10,2,2,2,4,1,0,0,40,7,0
27,3,189530,10,4,11,3,4,1,0,0,35,38,0
53,3,268545,9,2,2,0,2,1,0,0,40,22,0
29,3,166320,13,2,9,0,4,1,0,0,50,38,1
22,0,277700,10,4,12,3,4,1,0,0,20,38,0
58,3,94741,8,2,7,5,4,0,0,0,24,38,0
47,3,202395,4,2,13,0,4,1,0,0,40,38,0
21,3,57711,9,4,8,1,4,0,0,0,40,38,0
40,3,346847,11,5,9,2,4,0,0,0,40,38,0
41,3,111483,9,2,6,0,4,1,0,0,45,38,0
21,3,147884,10,2,0,2,4,0,0,0,40,38,0
35,3,243357,7,5,7,4,2,0,0,0,40,38,0
63,3,109517,10,6,0,4,4,0,0,0,43,38,0
42,1,142049,10,0,12,4,4,0,0,0,32,38,0
30,3,220915,13,2,9,0,4,1,0,0,60,38,0
39,3,191103,9,4,7,1,4,1,0,0,40,38,0
50,3,108926,10,0,6,1,2,0,0,0,40,38,0
34,3,24361,13,4,9,1,4,0,0,0,40,38,0
43,1,115603,10,0,0,4,4,0,0,0,40,38,0
24,3,114873,9,4,10,1,3,1,0,0,40,38,0
35,3,287658,12,4,13,1,2,1,0,0,30,22,0
56,5,52822,10,2,2,0,4,1,0,0,70,38,0
52,3,139347,9,2,13,5,4,0,0,0,40,38,0
57,3,214061,9,0,0,1,4,0,0,0,40,38,0
40,3,27821,11,2,13,0,4,1,2829,0,40,38,0
52,3,172511,14,2,3,0,4,1,0,0,36,38,0
28,3,239539,9,3,6,3,1,1,0,0,40,29,0
18,3,48597,7,4,7,3,4,0,0,0,20,38,0
29,3,211299,11,4,11,1,2,1,0,0,45,38,0
17,3,208463,9,4,11,3,4,0,0,0,20,38,0
63,3,169983,7,6,11,1,4,0,2176,0,30,38,0
30,3,169269,7,4,5,2,4,1,0,1721,38,32,0
30,3,111567,9,4,2,3,4,1,0,0,48,38,0
27,3,327766,10,0,2,1,4,1,0,0,45,38,0
28,8,241580,9,0,14,4,4,0,0,0,55,38,0
43,0,19914,10,6,3,4,0,0,0,0,15,38,0
54,3,133050,10,4,11,1,2,1,0,0,41,38,0
65,0,325089,6,0,2,4,4,1,0,0,40,38,0
22,3,182163,9,5,11,4,4,0,0,0,40,38,0
73,1,205580,3,2,9,0,4,1,0,0,6,38,0
57,3,50223,10,0,5,2,4,1,0,0,25,38,0
22,3,157332,9,4,7,3,4,0,0,0,35,38,0
75,5,124256,10,2,3,0,4,1,0,2149,35,38,0
30,3,203258,9,4,7,1,4,0,0,0,35,38,0
20,8,322144,10,4,14,1,4,1,0,0,40,38,0
23,1,185575,13,4,9,3,4,0,0,0,40,38,0
63,5,181561,10,0,3,1,4,1,0,0,50,38,0
28,5,420054,9,2,2,0,4,1,0,0,40,21,0
28,3,236861,13,0,2,4,4,1,0,0,50,38,0
25,3,247025,13,4,11,1,4,1,3325,0,48,38,0
46,3,28419,11,4,13,1,4,1,0,0,50,38,0
41,3,187802,10,0,12,1,4,1,0,0,50,38,0
48,3,48885,9,0,7,1,4,0,0,0,35,38,0
46,3,187581,9,0,2,2,4,1,0,0,40,38,0
20,3,146879,9,4,7,1,4,1,0,2001,40,38,0
23,3,69847,13,4,9,3,1,0,0,0,20,38,0
24,1,310355,13,2,9,0,4,1,0,0,20,10,0
29,3,154571,10,4,2,2,1,1,0,0,40,41,0
58,4,190541,9,4,11,1,4,1,0,0,47,38,0
42,3,445940,5,2,2,0,4,1,0,0,40,25,0
69,3,271312,9,6,0,1,4,0,0,0,40,38,0
56,3,104842,13,0,9,4,2,0,0,0,50,13,0
24,3,268525,13,4,0,1,4,1,0,0,32,38,0
58,3,199278,13,0,3,1,4,1,0,0,38,38,0
42,3,245975,9,2,2,0,4,1,0,0,40,38,0
35,5,185848,9,4,3,1,4,1,4650,0,50,38,0
21,3,177420,10,4,0,1,3,0,0,0,40,38,0
19,3,174732,10,4,7,3,2,1,0,0,25,38,0
33,3,290763,10,4,11,1,4,0,0,0,40,38,0
30,3,233433,9,4,11,3,4,0,0,0,45,38,0
48,5,213140,4,2,2,0,4,1,0,0,40,21,0
38,3,179481,9,2,6,0,4,1,0,0,40,30,0
54,3,254152,9,2,9,0,4,1,0,0,40,38,0
27,3,171133,6,4,7,3,4,0,0,0,38,38,0
28,3,411950,9,0,0,1,4,1,0,0,40,38,0
19,3,244175,7,4,11,3,4,1,0,0,25,38,0
39,3,32146,14,4,9,1,4,1,0,0,60,38,0
27,3,147280,7,4,7,3,3,1,0,0,40,38,0
25,3,176756,13,4,2,3,4,1,0,0,40,38,0
28,3,60772,13,4,3,3,4,0,0,0,45,38,0
27,3,169544,10,2,6,0,4,1,0,0,50,38,0
19,3,277695,5,4,4,2,4,1,0,0,16,25,0
42,3,250121,7,2,7,5,4,0,0,0,40,38,0
40,1,74949,10,4,3,1,4,1,0,0,40,38,0
22,3,24896,9,0,12,4,4,0,0,0,30,10,0
51,6,82504,10,2,3,0,4,1,0,0,40,38,0
28,3,187397,9,4,7,2,3,1,0,0,48,25,0
61,3,183355,7,2,13,0,4,1,0,0,40,38,0
49,5,179048,9,2,11,0,4,1,0,0,60,11,0
21,6,258490,10,4,9,1,4,0,0,0,20,38,0
34,3,183811,10,4,5,1,4,1,0,0,40,38,0
28,3,252424,11,4,13,3,2,1,0,0,40,0,0
40,5,192507,12,0,9,1,4,0,0,0,50,38,0
40,1,105862,13,0,9,4,4,0,5455,0,40,38,0
36,6,28572,10,4,5,1,4,1,0,0,38,38,0
27,3,42850,9,4,2,1,4,1,0,0,40,41,0
27,3,617860,10,4,5,3,2,1,0,0,40,38,0
42,3,281209,10,2,13,0,4,1,0,0,50,38,0
22,3,164775,5,4,6,4,4,1,0,0,40,12,0
48,3,248059,13,2,3,0,4,1,5013,0,45,38,0
55,8,105582,9,2,14,0,4,1,0,0,35,38,0
48,3,309212,10,0,3,1,4,0,0,0,40,10,0
57,3,182028,13,2,3,5,4,0,0,0,40,38,0
20,8,256504,10,4,14,3,4,0,0,0,30,38,0
53,3,295520,5,6,11,4,2,0,0,0,25,38,0
17,3,275051,7,4,0,3,4,0,0,0,8,38,0
25,3,36984,13,4,9,1,4,0,0,0,50,38,0
44,1,33068,8,2,2,0,4,1,0,0,55,38,0
23,3,275357,10,4,7,1,4,0,0,0,35,38,0
66,3,197414,4,3,7,1,4,0,0,0,20,38,0
43,5,350387,9,2,2,0,4,1,0,0,60,38,0
31,3,193231,13,4,12,1,4,1,3325,0,60,38,0
32,3,211028,10,4,0,1,4,0,0,0,40,38,0
32,5,63516,9,0,7,4,4,0,0,0,45,38,0
30,3,100135,13,4,11,2,4,0,0,0,40,38,0
45,3,252616,4,2,7,0,1,1,0,0,36,2,0
66,4,102663,4,2,3,0,4,1,0,0,50,38,0
22,3,204935,9,4,6,3,4,1,0,0,40,38,0
18,8,158826,8,4,14,3,2,0,0,0,15,38,0
33,3,166275,9,4,6,1,4,0,0,0,40,38,0
33,3,169886,8,5,7,4,4,0,0,0,50,5,0
33,3,348618,3,3,13,4,3,1,0,0,20,7,0
47,3,182177,10,0,10,4,4,0,0,0,23,38,0
36,8,247547,9,4,14,1,2,0,0,0,40,38,0
75,8,34235,9,6,14,1,4,0,2964,0,14,38,0
35,3,30673,8,2,2,0,4,1,0,0,84,38,0
31,3,231569,13,4,11,1,2,0,0,0,50,38,0
79,8,48574,4,6,14,1,4,1,0,0,40,38,0
25,3,91709,12,4,12,1,4,0,0,0,45,38,0
19,3,407759,9,4,0,3,4,1,0,0,40,38,0
40,3,260761,13,2,0,0,4,1,0,0,40,25,0
70,5,323987,4,2,2,0,4,1,0,0,8,38,0
24,3,127139,10,4,0,3,4,0,0,0,40,38,0
46,3,102852,4,0,7,1,4,0,0,0,40,38,0
49,5,192203,5,2,2,0,4,1,0,0,40,1,0
53,3,167065,7,2,6,0,4,1,0,0,40,38,0
36,3,154835,9,5,0,3,1,0,0,0,40,29,0
38,5,85492,9,4,0,1,4,0,0,0,50,38,0
49,3,91251,9,2,7,0,1,1,0,0,40,2,0
59,4,159472,9,2,11,0,4,1,0,0,40,38,0
22,3,309620,9,4,11,1,3,1,0,0,45,41,0
57,3,46699,9,2,0,5,4,0,0,0,40,38,0
34,3,340458,8,4,0,4,4,0,0,0,40,38,0
26,3,102476,10,4,7,3,4,1,0,0,40,38,0
22,6,134192,10,4,12,3,4,0,0,0,10,38,0
42,3,234633,7,2,13,0,4,1,0,0,47,38,0
55,3,81865,11,0,0,4,2,0,0,0,40,38,0
38,1,181721,13,2,3,0,2,1,0,0,40,38,0
49,3,59612,10,2,11,0,4,1,0,0,44,38,0
25,3,264136,13,4,9,1,4,1,0,0,60,38,0
31,1,50442,10,4,0,3,0,0,0,0,25,38,0
19,8,93604,9,4,14,3,4,1,0,0,20,38,0
32,3,157287,13,2,11,0,4,1,0,0,40,38,0
39,3,22494,13,4,3,1,4,0,0,0,40,38,0
27,3,314240,12,4,3,1,4,1,3325,0,40,38,0
42,3,142756,10,0,0,4,4,0,0,0,35,38,0
41,3,84817,11,0,9,4,4,0,3887,0,40,38,0
47,0,87504,13,0,12,4,4,0,0,0,50,38,0
47,5,321851,11,5,3,4,4,0,0,0,40,38,0
59,5,41258,13,2,9,0,4,1,0,0,50,38,0
48,3,164423,9,0,6,4,4,0,0,0,40,38,0
28,3,166634,9,4,0,3,0,0,0,0,40,38,0
28,3,30912,12,4,6,1,4,1,0,0,40,38,0
30,3,113453,14,2,9,5,4,0,0,0,30,38,0
37,5,42044,10,2,4,0,4,1,0,0,84,38,0
42,3,200610,9,2,2,0,4,1,0,1740,60,38,0
37,0,106297,9,0,5,4,4,1,0,0,40,38,0
35,3,246829,9,0,3,4,4,0,0,0,40,38,0
26,3,358975,10,4,8,1,4,0,0,0,50,17,0
34,3,240979,9,5,2,4,4,1,0,0,80,38,0
29,3,202878,9,4,2,1,4,1,0,0,50,38,0
20,3,173736,5,4,6,3,4,1,0,0,40,38,0
53,3,174655,4,4,7,3,4,1,0,0,40,38,0
41,3,195897,10,2,11,0,4,1,0,0,50,38,0
55,0,176904,9,2,3,0,4,1,0,0,40,38,0
71,3,124959,9,6,0,1,4,0,0,0,40,38,0
74,1,214514,4,2,10,0,4,1,0,0,40,38,0
31,3,369825,13,4,11,1,4,1,4101,0,50,38,0
56,3,98630,4,4,0,1,4,1,0,0,40,38,0
27,1,273929,9,4,4,3,4,1,0,0,40,38,0
30,3,219110,9,2,2,0,4,1,0,0,46,38,0
61,0,181081,9,0,0,3,2,0,0,0,20,38,0
21,3,77572,9,4,5,1,1,0,0,0,34,34,0
51,3,24344,12,4,0,1,4,0,0,0,40,38,0
18,4,378036,8,4,4,3,4,1,0,0,10,38,0
42,1,70655,9,2,2,0,4,1,0,0,44,38,0
21,3,147655,9,4,7,3,4,0,0,0,35,38,0
36,3,310531,6,5,5,4,2,1,0,0,40,38,0
53,3,197054,10,2,2,0,4,1,0,0,40,38,0
18,3,716066,6,4,6,3,4,1,0,0,30,38,0
26,3,379246,10,4,7,1,4,0,0,0,40,38,0
54,5,139023,10,2,11,0,4,1,0,0,40,38,0
28,3,31935,10,0,0,1,4,0,0,0,40,38,0
24,3,153583,10,4,11,3,4,0,0,0,40,38,0
27,3,401723,9,4,0,1,2,0,0,0,40,38,0
17,8,235661,6,4,14,3,4,0,0,0,30,38,0
42,3,42703,9,0,0,4,4,0,0,0,40,38,0
21,3,142875,6,2,11,0,4,1,0,0,44,38,0
34,3,39609,11,0,0,4,4,0,0,0,40,38,0
34,3,114973,9,5,3,4,4,0,0,0,30,38,0
23,3,62278,9,4,2,4,4,1,0,0,40,38,0
66,3,269665,9,6,3,1,4,0,0,0,25,38,0
41,8,188436,9,2,14,0,4,1,0,0,20,1,0
33,3,280111,7,4,0,4,2,0,0,0,38,38,0
17,3,132636,7,4,11,3,4,0,0,0,15,38,0
28,3,110145,5,2,6,0,4,1,0,0,40,38,0
61,3,57408,13,0,0,1,4,0,0,0,35,38,0
43,5,190044,9,2,11,0,4,1,0,0,40,38,0
55,3,83401,3,6,6,4,4,0,0,0,40,38,0
23,3,375871,9,2,0,5,4,0,0,0,40,25,0
32,5,70985,9,2,4,0,4,1,4064,0,40,38,0
21,6,151790,10,4,0,3,4,0,0,0,30,38,0
25,3,248851,13,4,7,3,4,1,0,0,40,38,0
27,3,247978,9,4,7,3,2,0,0,0,40,38,0
35,1,182074,9,5,10,1,4,1,0,0,42,38,0
39,3,154641,11,2,0,0,4,1,0,0,40,38,0
36,3,358373,9,5,6,1,2,0,0,0,36,38,0
36,3,243409,13,2,2,0,4,1,0,0,45,38,0
29,3,326330,10,0,3,3,4,0,1831,0,40,38,0
