estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,cond
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
64.67377,165.56618,2.0187173,49.443302,19.0,1.0,1.0,85.16833,28.957716,6.0,5.769326,18.0,6.8662887,38.0,0.0,5.0,5.0,67.28603,31.943472,2.0,3.0,1.0,60.335167,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
56.07783,69.12245,5.0,126.66406,17.23082,4.9026456,2.0,73.33355,23.994818,4.0,4.0,12.257432,2.0,33.0,16.568117,0.0,0.0,43.046444,82.0,6.0,2.0,8.002385,100.0,2.0
75.0,316.82434,8.897947,54.24084,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.524194,1.0,37.0,0.0,0.0,0.0,53.097633,73.90211,3.0,3.0,0.0,86.0,2.0
73.0,147.06595,5.0,46.347828,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,4.0,40.0,0.0,0.0,0.0,34.781204,96.305046,2.0,2.0,1.0,57.0,2.0
68.0,120.302704,3.0,87.3066,30.512915,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,25.0,10.5753355,0.0,0.0,65.4863,-8.0,7.0,2.0,5.667745,57.939472,2.0
81.0,324.5117,2.0,90.39382,38.206676,0.0,0.0,97.0,27.74398,6.0,6.0,45.957977,4.9796343,37.0,1.0,4.456027,4.443441,0.0,76.71969,1.0,4.0,0.0,43.0,2.0
75.0,140.22322,21.603756,62.59355,10.0,0.0,0.0,84.05201,17.657051,6.0,6.0,8.027935,0.0,29.0,-7.0,0.0,0.0,20.514565,-8.0,1.0,1.0,0.0,32.271584,2.0
69.0,250.89001,22.30667,87.0,28.0,0.0,0.0,96.0,5.734508,4.0,6.0,18.209753,0.0,25.0,-8.0,0.0,0.0,47.0164,-8.0,8.226829,2.0,1.0,80.0,2.0
-9.0,127.99455,3.2948809,62.0,23.0,0.0,0.0,92.9945,5.0,4.0,6.0,32.0,5.869415,61.38734,0.0,0.0,0.0,75.402466,93.00196,4.0,6.731461,9.6922245,86.881996,2.0
68.9547,194.40056,3.0,66.3091,38.79789,0.0,0.0,100.0,-7.0,7.0,8.0,38.927986,3.0,23.0,0.0,1.0,1.0,94.027916,74.0716,7.620903,1.0,10.252908,86.694626,2.0
68.0,194.66325,3.0,61.17893,11.0,2.0,1.0,88.0,29.920292,6.0,3.0,15.587788,2.0,52.28352,0.0,3.0,3.0,45.47947,91.46398,2.0,2.0,1.0,100.0,2.0
64.0,34.221004,4.0,15.370038,5.3350835,0.0,0.0,100.0,-7.0,6.0,8.0,5.593578,2.0,78.276665,0.0,4.0,4.0,66.01221,85.0,1.0,2.0,0.0,100.0,2.0
55.900543,167.34854,3.0,65.0,32.0,0.0,0.0,94.95354,10.185064,6.0,6.0,28.0,3.0,10.7293825,0.0,3.9347453,4.0,73.79301,-8.0,11.357695,1.0,2.0,100.0,2.0
66.0,96.07474,3.0,-6.8544183,8.788314,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,41.348274,0.0,0.0,0.0,94.11905,77.323456,2.0,2.0,1.0,88.79551,2.0
78.94041,267.1354,16.49128,138.40508,7.0,1.6156332,1.0,81.59378,19.777845,6.0,3.4153788,12.82093,1.0,46.124813,-7.0,0.0,0.0,-1.6288197,-8.0,1.0,1.0,0.0,53.56658,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
64.0,121.906395,4.0,60.72943,22.0,0.0,0.0,92.0,-7.0,6.0,6.0,27.0,2.0,27.0,7.0,0.0,0.0,61.80541,84.27114,8.0,2.0,9.923548,75.0,2.0
86.0,144.1266,23.930954,62.12379,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.599452,0.0,64.061325,0.0,0.0,0.0,-9.0,61.5692,-6.4479795,1.0,0.0,50.0,2.0
73.70977,274.5456,7.0,121.846855,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.37879,2.0,23.267992,8.895123,0.0,0.0,80.98671,-8.0,6.0,2.0,5.6468797,78.0,2.0
87.0,228.34738,5.0,96.4882,16.271338,0.0,0.0,100.0,-7.0,7.0,8.0,21.93551,1.0,27.0,3.0,0.0,0.0,11.0,-8.0,3.0,1.0,0.0,50.0,2.0
-9.0,152.37665,35.91928,77.0,14.0,3.7919734,3.5581007,81.96904,22.57303,7.0,5.0,13.0,0.0,99.98632,4.0,0.0,0.0,0.0,-8.0,1.0,1.0,-8.0,75.0,2.0
84.0,192.10458,9.0,88.95368,14.036119,0.0,0.0,94.0,1.0,6.0,6.0,20.0,1.0,-9.0,-7.0,0.0,0.0,8.0,-8.0,6.0,1.0,0.0,55.0,2.0
67.0,183.51102,10.0,78.59326,18.0,0.0,0.0,90.0,62.925396,6.0,6.0,17.0,1.0,42.448452,0.0,0.0,0.0,94.38973,-8.0,6.0,2.0,3.0,80.0,2.0
-9.0,131.37125,12.720924,58.652473,12.0,1.4591926,2.0,80.087616,2.0,2.735282,4.0,18.034628,0.0,62.779007,-1.040564,0.0,0.0,70.23055,80.323265,4.0,2.0,0.0,100.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
70.285324,292.30743,3.0,102.56925,48.84211,0.0,0.0,100.0,-7.0,7.0,8.0,42.48884,2.0,26.0,0.0,0.0,0.0,60.300285,-8.0,9.0,3.0,2.0,59.13806,2.0
76.0,317.84808,6.0,115.5897,25.0,0.0,0.0,96.0,25.469118,6.0,6.0,23.0,1.0,48.95546,0.0,0.0,0.0,4.2575016,-8.0,2.0,2.0,0.0,44.0,2.0
64.0,59.298195,5.0,21.536987,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.5491304,2.0,18.66393,0.0,2.0,2.0,62.017326,-8.0,5.0,1.0,3.0,82.338715,2.0
64.0,115.64718,-7.5680847,68.0,27.0,0.0,0.0,96.0,3.032878,6.0,6.0,28.0,4.0,37.340992,0.0,4.0,3.044538,65.9741,-8.0,3.0,2.0,2.0,64.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
63.0,264.9448,4.0,105.309364,11.0,0.0,0.0,66.420135,6.8875732,6.0,6.0,13.803772,1.0,53.703358,4.0,4.0,3.0,60.266308,-8.0,3.0,3.0,1.0,88.98549,2.0
64.0,327.215,5.0,121.88897,54.528854,0.0,0.0,94.0,-7.0,6.0,6.0,59.252792,3.0,15.0,0.0,2.0,2.0,54.09947,58.924538,23.35397,3.0,9.435367,73.0,2.0
60.245407,82.540634,5.0,68.359375,14.686675,0.0,0.0,92.0,-7.0,6.0,6.0,19.0,3.0,30.303606,15.923735,0.0,0.0,72.216965,44.085754,7.0,1.0,5.398392,75.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
70.857994,272.11505,3.0,56.344574,36.92889,0.0,0.0,100.0,-7.0,7.0,8.0,29.318018,5.0,11.0,0.0,1.0,1.0,29.104195,95.430275,6.0,1.0,1.0,33.0,2.0
89.0,415.98444,16.0,98.8144,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,44.17226,0.0,23.0,-8.0,0.0,0.0,13.0,-8.0,6.0,1.0,0.0,50.0,2.0
74.0,229.37317,9.563651,86.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,0.0,33.0,-7.0,0.0,0.0,57.373962,-8.0,5.0,1.8005357,2.0,74.45398,2.0
50.967262,123.01785,7.0,71.0,25.0,0.0,0.0,95.0,6.9077115,4.0,6.0,20.0,1.0,11.0,0.0,3.0,3.0,75.87861,-8.0,9.656461,1.0,7.0742884,80.0,2.0
64.0,158.90283,9.0,61.127754,11.095225,2.0,1.0,63.983044,25.004961,6.0,4.0,13.001798,0.0,-9.0,0.0,1.0,1.0,42.847298,-8.0,10.360333,1.0,2.0,100.0,2.0
72.0,178.63885,12.070779,68.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,58.21589,10.982299,0.0,0.0,68.382095,90.33514,3.0,2.0,1.2785332,68.287,2.0
68.0,126.150154,7.0,53.44913,20.394262,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,33.0,0.0,1.0,1.0,87.692566,96.64174,7.340716,2.0,5.321483,81.810684,2.0
56.304897,102.79476,4.0,42.862362,24.0,0.0,0.0,92.0,29.168297,6.0,6.0,24.0,6.0,28.0,0.0,2.0,2.0,56.739117,90.0,4.0,1.0,4.313967,50.65314,2.0
68.0,132.1239,3.8692033,56.611042,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.7844744,1.0,16.461212,-7.0,3.6028957,3.0,71.48798,-8.0,7.9328785,-8.0,1.0,71.0,2.0
66.0,143.21024,3.0,63.019554,11.0,1.0,0.0,39.126377,8.534034,6.0,5.0,14.856415,1.0,33.0,0.0,3.0,3.0,5.0,95.06621,2.0,2.0,0.0,67.0,2.0
13.750657,79.95487,4.0,57.3409,28.0,0.0,0.0,88.0,15.497991,6.0,6.0,30.462906,6.0,30.0,0.0,1.0,1.0,93.80577,33.653473,5.5265465,3.0,9.835389,75.0,2.0
23.724142,186.32248,4.1057916,62.0,21.0,2.0,1.0,88.0,54.07003,6.0,2.0,23.259619,3.0,37.156403,0.0,2.0,3.0,86.16221,71.82805,8.0,3.0,8.551312,100.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
72.0,111.44342,5.340332,47.68219,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.948359,2.0,13.0,-7.0,0.0,0.0,59.61757,-8.0,4.0,1.0,1.0,80.71502,2.0
82.0,196.37106,2.0,77.0,8.995457,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,50.0,0.0,1.0,1.0,0.0,94.65738,0.0,2.0,0.0,70.01372,2.0
55.635544,347.01266,32.075787,234.44916,16.138802,1.2100285,0.0,-9.0,3.0,4.0,4.6215267,25.0,0.0,23.568888,0.0,1.0,1.0,39.086422,-8.0,4.0,2.0,2.0,66.88442,2.0
63.0,320.70706,21.81234,78.45047,13.0,1.0,0.0,70.237656,16.67969,6.0,5.0,18.71515,0.0,56.363533,0.0,2.0,2.0,29.318346,-8.0,2.0,2.0,0.0,89.43657,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
64.0,218.89885,2.0,62.0,34.92995,0.0,0.0,93.59858,23.500717,6.0,6.0,33.0,5.0,33.0,0.0,2.0,2.0,39.549088,83.71467,7.0,6.0,0.0,80.0,2.0
66.0,103.85699,24.965948,45.686096,7.130205,0.0,0.0,81.91939,16.526436,6.0,6.0,6.832362,0.0,77.55062,0.0,3.990403,3.0,43.241795,85.0,1.0,3.0,0.0,73.763466,2.0
66.0,139.93031,7.0,68.0,10.0,0.0,0.0,89.0,17.942886,6.0,6.0,9.0,0.39050478,24.0,0.0,1.0,1.0,68.60383,-8.0,2.0,1.0,4.0,50.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
65.81876,177.30942,6.0,77.0,24.0,4.7587976,3.8876233,86.34457,76.87321,6.0,2.0,22.331991,4.0,18.521444,1.0,1.0,1.0,73.229614,73.60973,7.0,1.0,3.828554,80.0,2.0
73.35748,138.896,8.649827,87.0,24.732435,0.0,0.0,92.0,19.818075,6.0,6.0,25.0,0.32212454,26.0,0.0,0.0,0.0,18.95611,94.68076,9.0,2.0,0.0,86.24578,2.0
61.119026,155.65193,2.0,49.6275,22.0,0.0,0.0,93.0,26.63093,6.0,6.0,28.410082,5.0,36.59823,0.0,2.0,2.0,59.817265,70.53188,5.0,3.0,4.0,79.808365,2.0
64.0,296.39578,4.084132,60.936172,19.0,1.0,0.0,62.524563,6.2523828,5.0,3.0,25.0,2.0,19.127766,0.0,2.0,1.0,31.517263,-8.0,2.0,2.0,0.0,50.0,2.0
61.429268,151.04515,10.115568,75.55183,20.0,0.0,0.0,83.35564,3.7420244,4.0,6.0,20.0,2.0,35.0,14.144429,0.0,0.0,46.449265,50.897022,4.0,2.0,4.0,56.0,2.0
63.89838,126.143135,2.0,70.3084,13.0,1.8188239,1.0,89.0,24.296452,4.0,6.0,16.0,2.0,59.27238,12.466011,0.0,0.0,35.163002,-8.0,3.0,1.0,0.0,56.40982,2.0
68.0,138.00595,4.0,35.498997,11.957961,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,4.0,32.073555,1.0,2.0,2.0,69.63296,78.4105,3.0,2.0,1.0,100.0,2.0
67.0,321.77036,10.0,71.0,16.07442,1.0,1.0,80.622734,3.0952322,2.5959768,6.0,19.0,2.0,72.397,0.0,0.0,0.0,6.0,-8.0,1.0,2.0,0.0,50.0,2.0
65.0,83.26845,7.629079,47.22424,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,15.0,0.0,1.0,1.0,71.22231,50.26074,12.629218,2.0,2.0,79.36771,2.0
68.0,120.62634,26.236681,60.94098,6.94632,0.0,0.0,100.0,-7.0,7.0,8.0,5.0798244,0.0,90.00237,-7.0,0.0,0.0,0.0,21.77313,1.0,1.0,0.0,34.18878,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
70.0,164.96683,3.0,79.0,46.038483,1.0,0.052789513,100.0,17.990398,6.0,5.0,48.59817,1.0,43.56335,8.436723,0.0,0.0,28.720438,81.37802,4.0,6.0,0.0,66.87933,2.0
77.90284,353.62482,9.0,54.636787,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,3.0,-9.0,0.0,2.0,1.0,9.0,-8.0,4.0,-7.797846,0.0,23.850729,2.0
63.449062,257.68414,5.0,67.0801,13.0,1.0,0.0,78.02236,9.199825,6.0,5.0,21.0,2.0,38.59816,-7.0,0.0,0.0,65.09547,72.79837,2.0,2.0,1.0,86.0,2.0
63.0,187.50223,6.0,65.630424,12.0,0.0,0.0,78.30576,24.169403,6.0,6.0,13.0,3.0,32.0,0.0,0.0,0.0,69.89354,68.80701,5.0,2.0,2.0,83.0,2.0
69.0,321.30704,27.283495,118.945656,18.0,1.0,0.0,88.0,7.5681806,4.0,5.0,19.750492,0.0,36.0,-7.0,0.0,0.0,41.425144,37.08737,6.0,2.0,0.0,75.0,2.0
68.41071,152.17503,9.0,62.0,44.721226,0.0,0.0,100.0,-7.0,7.0,8.0,39.521805,0.0,12.78801,0.0,1.5957543,2.0,66.478905,69.14275,12.229401,2.0,8.450361,58.78213,2.0
75.931335,156.33762,4.0,68.00716,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.468277,4.0,18.490839,0.0,2.3195233,2.0,30.974207,-8.0,5.0,1.0,1.0,50.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
72.0,175.10512,9.577066,77.0,12.627548,0.0,0.0,88.0,26.222471,6.0,6.0,15.0,1.0,32.0,-3.6204116,0.0,0.0,69.945564,-8.0,3.0,2.0,0.0,80.0,2.0
63.055264,408.3751,23.35633,158.67575,16.0,1.0,0.0,71.2414,-7.0,0.4538227,5.0,14.0,0.0,25.0,-7.0,0.0,0.0,25.707048,-8.0,4.0,2.0,0.0,50.0,2.0
68.0,361.32553,4.0,142.6748,52.306877,2.0,1.0,90.156,20.80338,6.0,2.0,52.2927,3.0,30.277172,0.0,2.0,2.0,43.240913,82.0,8.903122,5.0,7.894711,60.0,2.0
72.0,75.84352,8.0,-9.0,6.2878137,0.0,0.0,100.0,-7.0,7.0,8.0,5.941857,1.0,33.893898,-7.0,1.0,1.0,32.482063,-8.0,2.0,1.0,0.0,75.0,2.0
68.0,29.580528,30.266695,71.0,8.4012165,0.0,0.0,100.0,-7.0,7.0,8.0,4.6178827,0.0,92.5154,0.0,0.0,0.0,-5.375602,-8.0,1.0,1.0,-8.0,80.0,2.0
66.0,69.2696,12.0,52.222748,12.0,5.0078564,3.993929,81.215675,25.427067,6.0,4.0,5.0241013,1.0,47.274635,15.508006,0.0,0.0,5.0,70.45762,2.0,2.0,0.0,50.0,2.0
65.0,156.93365,6.0,74.63604,24.417751,1.2742424,1.8268682,85.132996,2.0,3.828199,2.0,30.0,1.0,50.0,0.0,2.0,2.0,32.79111,86.7925,4.0,2.0,0.0,75.0,2.0
65.0,178.73148,5.0,107.15452,22.0,2.0,0.0,80.48507,5.0796804,4.0,4.0,19.0,2.0,30.0,0.12581846,11.619425,6.973011,5.0,90.0,5.0,3.0,0.0,90.55493,2.0
68.0,123.92319,3.0,58.0,49.21619,0.0,0.0,94.03766,60.637646,6.0,6.0,53.19926,6.0,33.50664,0.0,4.0,4.0,46.18138,92.22124,5.0,3.5774364,1.0,76.10293,2.0
65.0,149.67146,7.0,66.05373,18.0,1.3667321,0.0,88.634476,30.584824,6.0,3.0,23.0,2.0,45.50519,0.0,2.0,2.0,68.213936,98.152534,7.0,2.0,3.0,100.0,2.0
68.0,257.0913,4.0,87.0,21.175676,0.0,0.0,84.542946,-7.0,6.0,6.0,34.174442,1.0,31.0,3.0,0.0,0.0,75.04102,-8.0,3.0,1.0,3.0,60.0,2.0
77.0,263.43265,13.520207,96.0,53.606323,0.0,0.0,100.0,-7.0,7.0,8.0,87.5788,0.0,25.0,0.0,2.0,1.4078914,11.442332,25.357433,7.0,3.0,0.0,60.25337,2.0
71.0,131.20865,2.0,57.029724,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,4.0,29.0,0.0,0.0,0.0,16.0,50.48131,4.0,3.0,1.0,64.0,2.0
61.0,138.27658,4.0,61.764133,28.0,3.6908627,3.4846306,78.41832,25.317448,6.0,2.0,25.082514,2.0,23.009155,0.0,1.0,1.0,56.82516,76.0,3.0,3.0,5.6635303,67.0,2.0
59.77912,12.152592,6.0,38.217327,8.916155,0.0,0.0,69.290215,21.513103,6.0,6.0,5.0,1.0,54.305275,0.0,0.0,0.0,63.440456,90.10205,3.0,3.0,2.0,100.0,2.0
57.03103,127.89675,5.0,57.586597,36.0,1.0,0.0,89.0,8.049447,4.0,5.0,32.66437,5.0622478,35.29419,0.0,1.0,1.0,79.44518,55.79688,9.458181,3.0,4.0,86.0,2.0
66.72991,-8.0,6.0,54.643425,5.1456556,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,77.24195,16.785007,0.0,0.0,2.0,87.33884,1.0,1.0,0.0,74.79505,2.0
69.97188,201.85971,13.0,98.9808,19.0,0.0,0.0,85.87215,6.2543,4.0,6.0,29.0,0.0,22.138628,0.0,2.0,2.0,47.097546,79.003426,2.0,2.0,0.0,80.20608,2.0
64.68029,129.0866,5.0,61.673508,27.0,2.0,2.0,86.59787,25.20234,4.0,3.9513505,26.0,3.0,40.58091,0.0,0.0,0.0,61.60697,80.377335,7.0,4.0,0.6362935,67.0,2.0
64.0,236.94716,5.0,87.97455,21.476828,1.5342804,0.0,61.242638,5.7199264,4.0,4.593144,21.0,1.0,35.0,0.0,0.0,0.0,15.359805,71.93576,3.0,2.0,1.0,67.0,2.0
61.0,109.722115,3.0,63.643864,9.0,4.165894,3.5745509,81.73259,33.420654,6.0,5.0,7.4389615,1.0,31.17944,-7.0,0.0,0.0,42.460354,77.90053,2.0,2.0,0.0,75.0,2.0
59.325512,99.06319,3.0,69.505844,28.84493,2.0,0.0,91.32175,5.0,0.0,5.0,31.0,3.0619955,31.736332,9.812684,0.0,0.0,33.566296,-8.0,5.0,1.0,1.3799629,56.0,2.0
71.0,398.0836,6.0,76.36161,76.0416,0.0,0.0,100.0,-7.0,7.0,8.0,98.5365,1.0,14.0,0.0,4.0,4.0,13.105956,25.171865,7.0,4.0,1.0,67.0,2.0
63.0,162.1553,15.257359,71.67244,11.275254,1.2535409,1.0,65.204834,2.0,4.0,2.0,14.0,0.0,27.663174,-7.0,0.0,0.0,7.531337,-8.0,2.0,1.0,-8.0,55.0,2.0
61.540775,181.79521,5.0,71.97715,13.0,1.0,0.0,87.5144,50.42774,6.0,5.0,14.0,2.6375535,37.991558,0.0,0.0,0.0,94.60845,88.76794,7.0,3.0,5.338205,100.0,2.0
67.430504,33.366787,7.0,65.72114,16.058765,0.0,0.0,89.14374,17.151886,6.0,6.0,5.0,2.0,25.424215,-8.0,0.0,0.0,59.53811,77.03043,6.0,2.0,1.0,67.19809,2.0
80.0,255.77255,6.3248553,74.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.616685,2.0,39.0,0.0,4.0,4.0,3.0,96.54145,0.0,1.0,0.0,40.254707,2.0
67.37616,148.92378,16.0,82.22333,13.0,0.0,0.0,83.960846,2.660796,3.1190004,6.0,19.108017,0.0,36.0,-8.0,0.0,0.0,66.23199,-8.0,2.0,1.0,0.0,66.230064,2.0
71.0,48.299038,11.0,46.50113,8.654532,0.0,0.0,100.0,-7.0,7.0,8.0,5.821565,0.0,37.1948,0.0,0.0,0.0,56.099358,87.24345,4.0,2.0,2.0,100.0,2.0
89.0,417.52722,8.0,116.61419,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,1.7885212,-2.0185714,0.0,0.0,6.3629465,-8.0,5.0,1.0,0.0,50.0,2.0
76.5763,175.14099,4.0,72.0,25.0,0.0,0.0,100.0,-7.0,4.0,8.0,28.0,1.0,59.441483,0.0,4.681024,5.0,49.96088,82.0,3.0,4.0,0.0,80.0,2.0
84.0,214.7382,5.0,71.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,2.0,36.639927,16.451088,0.0,0.0,7.0,80.21649,2.0,2.0,0.0,73.0,2.0
70.0,245.07434,4.961487,65.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,1.0,12.161109,0.3900557,2.0,1.0,34.0,38.66257,10.441429,1.0,1.0,60.0,2.0
61.0,130.21715,4.3696136,58.99077,32.0,0.0,0.0,95.0,3.441334,4.0,6.0,32.90595,2.0,36.0,0.0,0.0,0.0,74.94121,74.141365,7.4705634,2.0,3.0,78.0,2.0
74.468124,203.40234,22.333878,90.53075,22.0,0.0,0.0,94.0,1.4115858,4.0,6.0,14.0,0.0,26.0,-7.0,1.0,1.0,41.00818,77.93453,6.0,3.0,0.0,78.85021,2.0
-9.0,268.01422,16.0,90.54759,18.416124,1.781302,2.0,89.0,23.412798,6.0,6.0,4.8196864,0.0,40.0,-7.0,0.0,0.0,59.60977,34.24017,4.0,2.0,1.0,67.0,2.0
61.0,279.83954,16.0,99.67166,7.0,2.0,1.6042564,37.86268,24.983454,4.480357,2.4049113,7.0,0.0,18.0,0.0,0.0,0.0,57.267345,9.454195,5.0,1.0,0.0,86.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
64.0,298.77106,2.0,96.0,48.870808,0.0,0.0,88.0,3.9628887,4.0,6.0,58.429058,2.0,25.0,3.0,2.0,2.0,46.291035,82.0,6.833967,2.0,2.0,60.0,2.0
68.0,114.31122,3.0,53.766434,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,4.0,43.0,0.0,0.0,0.0,19.8399,90.67642,2.0,2.0,1.0,50.617508,2.0
64.189575,333.3199,10.0,121.80289,24.093775,2.0,0.0,88.0,32.714886,6.0,5.7968974,22.213367,0.0,25.0,8.3620825,0.0,0.0,52.856956,60.844982,8.0,2.0,5.624388,60.0383,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
67.0,336.45807,3.0,100.09591,24.409641,0.0,0.0,89.0,12.48888,6.0,6.0,25.0,2.0,14.0,0.0,1.0,1.0,37.17865,56.32961,6.0,2.0,1.0,49.48623,2.0
-9.0,146.4975,3.0,52.057438,8.657643,1.0904561,1.0,80.70523,32.7333,6.0,5.0,13.0,3.160379,53.396515,0.0,5.0,4.9368124,87.38266,89.18763,4.0,2.0,4.0,100.0,2.0
-9.0,149.07124,4.0,50.507954,32.0,0.0,0.0,92.88106,7.147163,6.0,6.0,38.702354,4.0,63.346195,0.0,6.4251585,6.387968,93.29392,35.435146,7.0,5.0,2.0,100.0,2.0
71.0,87.003365,18.95954,36.678802,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.412935,0.0,14.0,0.0,3.2735484,3.0,61.062458,-8.0,4.0,-8.0,2.0,73.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
68.0,263.479,4.557463,85.925224,39.474533,0.8746875,0.0,100.0,-7.0,7.0,8.0,27.0,2.0,21.0,3.0,1.0,1.0,65.31598,-8.0,7.0,1.0,1.0,71.0,2.0
55.983902,84.131294,211.85593,54.70231,4.2155724,0.0,0.0,100.0,-7.0,8.998147,8.0,3.9728732,0.0,100.0,0.0,1.0,1.0,-9.0,-8.0,-5.6927834,-8.0,-9.0,32.41905,2.0
